Region,Site,Longitude,Latitude,SiteType,Year,Survey_Date,Season,DFOArea,Species,Inferred,NonPup,Pup,Swimmers,Total
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1985,1985-02-18,winter,DFO Area 17,California,N,295,NA,0,295
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1985,1985-02-20,winter,DFO Area 17,California,N,220,NA,0,220
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1985,1985-03-28,winter,DFO Area 17,California,N,14,NA,0,14
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1985,1985-03-29,winter,DFO Area 17,California,N,32,NA,0,32
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1985,1985-04-29,spring,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1985,1985-04-30,spring,DFO Area 17,California,N,1,NA,0,1
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1985,1985-05-31,spring,DFO Area 17,California,N,1,NA,0,1
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1986,1986-02-21,winter,DFO Area 17,California,N,1,NA,0,1
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1986,1986-02-25,winter,DFO Area 17,California,N,11,NA,0,11
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1987,1987-02-17,winter,DFO Area 17,California,N,30,NA,0,30
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1988,1988-02-16,winter,DFO Area 17,California,N,23,NA,0,23
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1989,1989-02-21,winter,DFO Area 17,California,N,3,NA,0,3
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1990,1990-02-19,winter,DFO Area 17,California,N,5,NA,0,5
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1991,1991-02-21,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1991,1991-02-22,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1992,1992-02-18,winter,DFO Area 17,California,N,5,NA,0,5
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1994,1994-02-18,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1997,1997-02-12,winter,DFO Area 17,California,N,215,NA,0,215
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1998,1998-02-17,winter,DFO Area 17,California,N,111,NA,0,111
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1998,1998-02-18,winter,DFO Area 17,California,N,157,NA,0,157
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1998,1998-02-19,winter,DFO Area 17,California,N,96,NA,0,96
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1999,1999-03-04,winter,DFO Area 17,California,N,56,NA,0,56
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,1999,1999-04-05,spring,DFO Area 17,California,N,428,NA,0,428
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2000,2000-02-24,winter,DFO Area 17,California,N,20,NA,0,20
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2002,2002-02-27,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2002,2002-04-04,spring,DFO Area 17,California,N,138,NA,0,138
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2004,2004-02-10,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2005,2005-02-23,winter,DFO Area 17,California,N,33,NA,0,33
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2009,2009-02-09,winter,DFO Area 17,California,N,57,NA,0,57
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2012,2012-10-25,fall,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2016,2016-10-30,fall,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2017,2017-02-07,winter,DFO Area 17,California,N,1,NA,1,2
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2020,2020-11-20,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2020,2020-12-23,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2021,2021-01-18,winter,DFO Area 17,California,N,8,NA,0,8
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2021,2021-02-23,winter,DFO Area 17,California,N,6,NA,0,6
Salish Sea,Ada-Winchelsea Islands,-124.090506,49.282666999999996,W,2021,2021-03-22,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,1982,1982-02-17,winter,DFO Area 18,California,N,141,NA,0,141
Salish Sea,Belle Chain,-123.201333,48.833667,W,1984,1984-02-15,winter,DFO Area 18,California,N,5,NA,0,5
Salish Sea,Belle Chain,-123.201333,48.833667,W,1984,1984-10-15,fall,DFO Area 18,California,N,5,NA,0,5
Salish Sea,Belle Chain,-123.201333,48.833667,W,1984,1984-12-04,winter,DFO Area 18,California,N,27,NA,0,27
Salish Sea,Belle Chain,-123.201333,48.833667,W,1985,1985-01-08,winter,DFO Area 18,California,N,45,NA,0,45
Salish Sea,Belle Chain,-123.201333,48.833667,W,1985,1985-02-18,winter,DFO Area 18,California,N,98,NA,0,98
Salish Sea,Belle Chain,-123.201333,48.833667,W,1985,1985-03-29,winter,DFO Area 18,California,N,37,NA,0,37
Salish Sea,Belle Chain,-123.201333,48.833667,W,1985,1985-04-29,spring,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,1986,1986-02-25,winter,DFO Area 18,California,N,97,NA,0,97
Salish Sea,Belle Chain,-123.201333,48.833667,W,1986,1986-04-10,spring,DFO Area 18,California,N,11,NA,0,11
Salish Sea,Belle Chain,-123.201333,48.833667,W,1987,1987-02-18,winter,DFO Area 18,California,N,42,NA,0,42
Salish Sea,Belle Chain,-123.201333,48.833667,W,1988,1988-02-16,winter,DFO Area 18,California,N,3,NA,0,3
Salish Sea,Belle Chain,-123.201333,48.833667,W,1989,1989-02-23,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,1990,1990-02-19,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,1991,1991-02-21,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,1992,1992-02-18,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,1994,1994-02-18,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,1997,1997-02-13,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,1998,1998-02-20,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,1999,1999-03-05,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,1999,1999-04-06,spring,DFO Area 18,California,N,12,NA,0,12
Salish Sea,Belle Chain,-123.201333,48.833667,W,2000,2000-02-26,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2002,2002-02-26,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2002,2002-04-03,spring,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2003,2003-02-11,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2004,2004-02-09,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2005,2005-02-22,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2009,2009-02-09,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2009,2009-04-29,spring,DFO Area 18,California,N,5,NA,0,5
Salish Sea,Belle Chain,-123.201333,48.833667,W,2012,2012-10-25,fall,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2016,2016-10-30,fall,DFO Area 18,California,N,2,NA,0,2
Salish Sea,Belle Chain,-123.201333,48.833667,W,2017,2017-02-07,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2020,2020-11-21,winter,DFO Area 18,California,N,2,NA,0,2
Salish Sea,Belle Chain,-123.201333,48.833667,W,2020,2020-12-24,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2021,2021-01-19,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2021,2021-02-23,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Belle Chain,-123.201333,48.833667,W,2021,2021-03-22,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Canoe Islet,-123.588713,49.028263,W,1984,1984-12-04,winter,DFO Area 29,California,N,131,NA,0,131
Salish Sea,Canoe Islet,-123.588713,49.028263,W,1985,1985-01-07,winter,DFO Area 29,California,N,323,NA,0,323
Salish Sea,Canoe Islet,-123.588713,49.028263,W,1985,1985-01-08,winter,DFO Area 29,California,N,53,NA,0,53
Salish Sea,Canoe Islet,-123.588713,49.028263,W,1985,1985-02-18,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,Canoe Islet,-123.588713,49.028263,W,1985,1985-02-20,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,Canoe Islet,-123.588713,49.028263,W,1985,1985-03-29,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,Canoe Islet,-123.588713,49.028263,W,2009,2009-02-09,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,Canoe Islet,-123.588713,49.028263,W,2012,2012-10-25,fall,DFO Area 29,California,N,0,NA,0,0
Salish Sea,Canoe Islet,-123.588713,49.028263,W,2016,2016-10-30,fall,DFO Area 29,California,N,0,NA,0,0
Salish Sea,Canoe Islet,-123.588713,49.028263,W,2017,2017-02-07,winter,DFO Area 29,California,N,6,NA,1,7
Salish Sea,Canoe Islet,-123.588713,49.028263,W,2020,2020-11-21,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,Canoe Islet,-123.588713,49.028263,W,2020,2020-12-24,winter,DFO Area 29,California,N,44,NA,0,44
Salish Sea,Canoe Islet,-123.588713,49.028263,W,2021,2021-01-19,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,Canoe Islet,-123.588713,49.028263,W,2021,2021-02-23,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,Canoe Islet,-123.588713,49.028263,W,2021,2021-03-22,winter,DFO Area 29,California,N,1,NA,0,1
Salish Sea,Cape Lazo,-124.856905,49.705578,W,1985,1985-03-28,winter,DFO Area 14,California,N,0,NA,6,6
Salish Sea,Cape Lazo,-124.856905,49.705578,W,1985,1985-04-29,spring,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Cape Lazo,-124.856905,49.705578,W,1986,1986-02-21,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Cape Lazo,-124.856905,49.705578,W,1994,1994-02-18,winter,DFO Area 14,California,N,0,NA,2,2
Salish Sea,Cape Lazo,-124.856905,49.705578,W,1997,1997-02-12,winter,DFO Area 14,California,N,0,NA,165,165
Salish Sea,Cape Lazo,-124.856905,49.705578,W,1999,1999-03-04,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Cape Lazo,-124.856905,49.705578,W,2002,2002-02-27,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Cape Lazo,-124.856905,49.705578,W,2004,2004-02-10,winter,DFO Area 14,California,N,0,NA,44,44
Salish Sea,Cape Lazo,-124.856905,49.705578,W,2005,2005-02-22,winter,DFO Area 14,California,N,0,NA,50,50
Salish Sea,Cape Lazo,-124.856905,49.705578,W,2005,2005-02-25,winter,DFO Area 14,California,N,0,NA,10,10
Salish Sea,Centre Islet,-125.092544,50.124681,W,2008,2008-10-05,fall,DFO Area 13,California,N,1,NA,0,1
Salish Sea,Centre Islet,-125.092544,50.124681,W,2009,2009-02-08,winter,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Centre Islet,-125.092544,50.124681,W,2009,2009-04-28,spring,DFO Area 13,California,N,1,NA,0,1
Salish Sea,Centre Islet,-125.092544,50.124681,W,2012,2012-10-21,fall,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Centre Islet,-125.092544,50.124681,W,2016,2016-10-29,fall,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Centre Islet,-125.092544,50.124681,W,2017,2017-02-07,winter,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Centre Islet,-125.092544,50.124681,W,2020,2020-11-20,winter,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Centre Islet,-125.092544,50.124681,W,2020,2020-12-23,winter,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Centre Islet,-125.092544,50.124681,W,2021,2021-01-18,winter,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Centre Islet,-125.092544,50.124681,W,2021,2021-02-27,winter,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Centre Islet,-125.092544,50.124681,W,2021,2021-03-22,winter,DFO Area 13,California,N,9,NA,0,9
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,1984,1984-02-15,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,1984,1984-12-05,winter,DFO Area 18,California,N,0,NA,88,88
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,1985,1985-01-08,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,1985,1985-02-20,winter,DFO Area 18,California,N,0,NA,1,1
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,1992,1992-02-27,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,2002,2002-02-26,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,2010,ns,winter,DFO Area 18,California,N,NA,NA,NA,NA
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,2012,2012-10-25,fall,DFO Area 18,California,N,10,NA,0,10
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,2016,2016-10-30,fall,DFO Area 18,California,N,0,NA,12,12
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,2017,2017-02-07,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,2020,2020-11-21,winter,DFO Area 18,California,N,94,NA,0,94
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,2020,2020-12-24,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,2021,2021-01-19,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,2021,2021-02-23,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Cowichan Bay,-123.621511,48.751667,W,2021,2021-03-23,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Crofton logbooms,-123.631834,48.878334,W,1984,1984-02-15,winter,DFO Area 17,California,N,0,NA,164,164
Salish Sea,Crofton logbooms,-123.631834,48.878334,W,1999,1999-04-06,spring,DFO Area 17,California,N,46,NA,0,46
Salish Sea,Crofton logbooms,-123.631834,48.878334,W,2000,2000-02-25,winter,DFO Area 17,California,N,2,NA,0,2
Salish Sea,Crofton logbooms,-123.631834,48.878334,W,2002,2002-04-03,spring,DFO Area 17,California,N,18,NA,0,18
Salish Sea,Crofton logbooms,-123.631834,48.878334,W,2005,2005-02-23,winter,DFO Area 17,California,N,2,NA,0,2
Salish Sea,Deep Bay,-124.737895,49.462952,W,1990,1990-02-19,winter,DFO Area 14,California,N,0,NA,212,212
Salish Sea,Discovery Island,-123.22381,48.423494,W,1999,1999-04-06,spring,DFO Area 19,California,N,0,NA,1,1
Salish Sea,Discovery Island,-123.22381,48.423494,W,2004,2004-02-10,winter,DFO Area 19,California,N,0,NA,0,0
Salish Sea,Discovery Island,-123.22381,48.423494,W,2012,ns,fall,DFO Area 19,California,N,NA,NA,NA,NA
Salish Sea,Discovery Island,-123.22381,48.423494,W,2016,2016-10-30,fall,DFO Area 19,California,N,0,NA,0,0
Salish Sea,Discovery Island,-123.22381,48.423494,W,2017,2017-02-07,winter,DFO Area 19,California,N,0,NA,0,0
Salish Sea,Discovery Pass-Cape Mudge,-125.207544,49.993667,W,1988,1988-02-16,winter,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Discovery Pass-Cape Mudge,-125.207544,49.993667,W,1997,1997-02-12,winter,DFO Area 13,California,N,0,NA,1,1
Salish Sea,Discovery Pass-Cape Mudge,-125.207544,49.993667,W,2002,2002-02-27,winter,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Discovery Pass-Cape Mudge,-125.207544,49.993667,W,2004,2004-02-10,winter,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Discovery Pass-Cape Mudge,-125.207544,49.993667,W,2021,2021-02-27,winter,DFO Area 13,California,N,0,NA,0,0
Salish Sea,Entrance Island,-123.807803,49.209554,W,1998,1998-02-20,winter,DFO Area 17,California,N,0,NA,14,14
Salish Sea,Entrance Island,-123.807803,49.209554,W,1999,1999-04-05,spring,DFO Area 17,California,N,0,NA,152,152
Salish Sea,Entrance Island,-123.807803,49.209554,W,2000,2000-02-24,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Entrance Island,-123.807803,49.209554,W,2002,2002-02-26,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Entrance Island,-123.807803,49.209554,W,2002,2002-04-03,spring,DFO Area 17,California,N,78,NA,0,78
Salish Sea,Entrance Island,-123.807803,49.209554,W,2004,2004-02-09,winter,DFO Area 17,California,N,15,NA,0,15
Salish Sea,Entrance Island,-123.807803,49.209554,W,2005,2005-02-22,winter,DFO Area 17,California,N,46,NA,0,46
Salish Sea,Entrance Island,-123.807803,49.209554,W,2005,2005-02-23,winter,DFO Area 17,California,N,30,NA,0,30
Salish Sea,Entrance Island,-123.807803,49.209554,W,2008,2008-09-30,fall,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Entrance Island,-123.807803,49.209554,W,2009,2009-02-09,winter,DFO Area 17,California,N,12,NA,0,12
Salish Sea,Entrance Island,-123.807803,49.209554,W,2009,2009-04-29,spring,DFO Area 17,California,N,89,NA,0,89
Salish Sea,Entrance Island,-123.807803,49.209554,W,2012,2012-10-25,fall,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Entrance Island,-123.807803,49.209554,W,2016,2016-10-30,fall,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Entrance Island,-123.807803,49.209554,W,2017,2017-02-07,winter,DFO Area 17,California,N,0,NA,7,7
Salish Sea,Entrance Island,-123.807803,49.209554,W,2020,2020-11-20,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Entrance Island,-123.807803,49.209554,W,2020,2020-12-23,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Entrance Island,-123.807803,49.209554,W,2021,2021-01-19,winter,DFO Area 17,California,N,0,NA,13,13
Salish Sea,Entrance Island,-123.807803,49.209554,W,2021,2021-02-23,winter,DFO Area 17,California,N,0,NA,0,0
Salish Sea,Entrance Island,-123.807803,49.209554,W,2021,2021-03-22,winter,DFO Area 17,California,N,7,NA,0,7
Salish Sea,Fanny Bay-Baynes Sound,-124.824667,49.506667,W,1982,1982-02-17,winter,DFO Area 14,California,N,20,NA,0,20
Salish Sea,Fanny Bay-Baynes Sound,-124.824667,49.506667,W,1984,1984-03-07,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Fanny Bay-Baynes Sound,-124.824667,49.506667,W,1984,1984-12-04,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Fanny Bay-Baynes Sound,-124.824667,49.506667,W,1988,1988-02-16,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Fanny Bay-Baynes Sound,-124.824667,49.506667,W,1989,1989-02-21,winter,DFO Area 14,California,N,0,NA,1,1
Salish Sea,Fanny Bay-Baynes Sound,-124.824667,49.506667,W,1990,1990-02-19,winter,DFO Area 14,California,N,0,NA,55,55
Salish Sea,Fanny Bay-Baynes Sound,-124.824667,49.506667,W,1991,1991-02-21,winter,DFO Area 14,California,N,0,NA,1,1
Salish Sea,Fanny Bay-Baynes Sound,-124.824667,49.506667,W,2002,2002-02-27,winter,DFO Area 14,California,N,55,NA,0,55
